Data,Tipo,Legenda / Tema,Views (Plays),Alcance,Interações,Shares,Visitas Perfil,Likes,Comentários,Salvos,Link do Post,Status/Erro
2025-10-18,REELS,Sem legenda,3927,3927,319,6,0,277,34,8,https://www.instagram.com/reel/DP84HL3jt-w/,OK
2025-10-13,REELS,"Na frente, Teresa.
Forte, firme, se sustentando com os bracinhos pequenos.
Cada milímetro dessa postura é milagre, mas também é método, conhecimento, fé e repetição.

Por trás dela, no plano desfocado, está @belconsultoriodefisioterapia .
Presente em cada vitória da minha filha, mesmo quando não aparece.
A força da Teresa tem sua assinatura.
Assinatura feita de amor, competência e um coração raro.

Eu acredito que Deus escreve promessas usando mãos humanas.
E uma das mãos que Ele escolheu para cuidar da Teresa foi a da Bel.
Mãos que não só tocam músculos, mas despertam potenciais.

É ela quem, com leveza e precisão,
vai ensinando o corpo da Teca a dizer “sim” à vida e vocês conseguem enxergar a grandeza dessa evolução? 

Bel não é apenas fisioterapeuta.
Ela é instrumento de Deus no nosso caminho.
E por isso, hoje, o nosso amor e a nossa gratidão.

Obrigada por tudo o que você faz, Bel.
O céu sorri para profissionais como você.
E nós também. 🌷",1438,1438,108,1,0,101,7,0,https://www.instagram.com/reel/DPxXs9ojlSd/,OK
2025-09-30,REELS,Sem legenda,350,350,16,1,0,16,0,0,https://www.instagram.com/reel/DPP5DTkDi6V/,OK
2025-09-29,REELS,"“ Jesus não desce do céu a cada dia para ficar no cibório de ouro, mas para encontrar outro céu: o céu da nossa alma “",286,286,17,0,0,17,0,0,https://www.instagram.com/reel/DPNThJDjhw6/,OK
2025-09-28,REELS,"Dia 07 Novena a Santa Teresinha 
“ no coração da Igreja, minha mãe, serei o amor. Assim serei tudo e meu desejo será realizado”",277,277,17,4,0,16,1,0,https://www.instagram.com/reel/DPKuXdbjpTk/,OK
2025-09-27,REELS,"“ Eu compreendi que a caridade perfeita consiste em suportar os defeitos dos outros, em não se admirar de suas fraquezas”",730,730,23,7,0,23,0,0,https://www.instagram.com/reel/DPIDfNCDttC/,OK
2025-09-26,REELS,"5 dia Novena a Santa Teresinha 

“ Quero sofrer por amor e alegrar-me por amor, assim unirei a minha vida à de Jesus “",539,539,15,3,0,15,0,0,https://www.instagram.com/reel/DPFl5F0DpA5/,OK
2025-09-25,REELS,"Dia 04 Novena a Santa Teresinha

“ Para mim a oração é um impulso do coração, um simples olhar lançado ao céu, um grito de gratidão e de amor, tanto no meio da provação como no meio da alegria”",448,448,30,2,0,29,1,0,https://www.instagram.com/reel/DPDA-a7Dief/,OK
2025-09-24,REELS,"Ela veio com um pedido.
Não foi com palavras. Foi com presença.

Um pedido de pausa.

Pausa para reavaliar minhas rotas.
Pausa para silenciar os tantos ruídos de fora e escutar a verdade que sussurra aqui dentro.

Foi com ela que comecei a reordenar a casa.
E não falo só da casa de tijolos e cômodos, 
mas da casa interna: o coração, os pensamentos, os afetos.

Com ela, eu entendi que leveza não é um luxo.
É uma urgência.

Urgência de viver com intenção.
De respirar com presença.
De olhar com profundidade para aquilo que é simples  e sagrado.

O segundo filho chega e, com ele, algo em nós muda de tom.
A ansiedade perde força.
A rigidez cede espaço à graça.

A gente já não tenta tanto provar.
A gente simplesmente é.

E é nesse espaço mais sereno,
mais real, mais disponível,
que a maternidade vira altar.

Que delícia é viver isso.
Que urgência é compartilhar isso.

Porque talvez você também esteja aí,
cheia de demandas, de vozes, de pesos 
e precisando exatamente do que ela me pediu:

Uma pausa.

Para reordenar.
Para respirar.
Para viver com mais alma no único momento que você tem: o agora !",1218,1218,79,1,0,74,4,1,https://www.instagram.com/reel/DPAk8YlDgh6/,OK
2025-09-24,REELS,"Dia 03 Novena Santa Teresinha : “é a confiança, e nada mais, que deve nos conduzir ao Amor”",517,517,19,0,0,19,0,0,https://www.instagram.com/reel/DPAbUcfjvdS/,OK
2025-09-23,REELS,"Dia 02 : Novena Santa Teresinha 

“Não perdi nenhuma ocasião de praticar o amor, pequenos sacrifícios, pequenos olhares e palavras, aproveitei todas as coisas pequenas e fiz delas grandes coisas por amor”",439,439,25,4,0,24,0,1,https://www.instagram.com/reel/DO92gyHDiK3/,OK
2025-09-22,REELS,"Novena das Rosas a Santa Teresinha do Menino Jesus - Dia 01 

“Quanto a mim , não conheço outro meio para chegar à perfeição a não ser o Amor”",660,660,62,50,0,59,2,1,https://www.instagram.com/reel/DO7R0cqjpSv/,OK
2025-09-21,REELS,"Hoje é o Dia Nacional de Luta da Pessoa com Deficiência.

E eu não estou aqui pra falar de superação.
Estou aqui pra lembrar que dignidade não é conquista. É direito.

Que o olhar que acolhe começa dentro da gente, antes de qualquer política pública ( tão necessárias) 

A Teresa me ensina isso todos os dias.
Ela não precisa “provar seu valor”.
Ela já tem.

Que a gente lute, sim. Mas lute bonito: juntos, famílias típicas e atípicas. 
E com a certeza de que inclusão verdadeira começa em casa.
Na linguagem. No olhar. No respeito que não só é ensinado, mas que é vivido. 

#sindromededown #trissomia21",3023,3023,150,3,0,137,10,3,https://www.instagram.com/reel/DO3zNwWDriX/,OK
2025-09-19,FEED,"A vida não cansa de insistir.
Ela pede, com urgência, por calma… com alma. 

Tenho recebido inúmeras oportunidades de entender esse mistério com mais profundidade.
E nenhuma delas veio em cenário confortável.
Recentemente, eu estava na UTI com a minha filha e foi ali que decidi retornar ao trabalho. 

Parece contraditório, eu sei. Mas foi ali , bem ali, que Deus me mostrou que, sim, eu ainda tinha muitas possibilidades, bastava enxergar além da superfície. 

Desde meu sim, minha agenda vive cheia.
E junto com ela, nasceu um desejo:
atender ao pedido de tantas mulheres que me acompanham e abrir um grupo terapêutico para alcançar mais do que eu tenho alcançado. 
E assim nasceu o C.ALMA.

Ele foi criado, mas pouco anunciado.
Porque, se você reparar bem, o meu feed não é nada Instagramável.
Eu não dou conta de cronogramas, de tendências, de estratégias.
E não porque não considero importante, não por pouco zelo ou esforço… 
Mas porque a minha realidade é soberana, e eu escolhi viver respondendo ao que ela me pede, e não ao que os algoritmos cobram.

Sim, planejamento importa.
Mas nesses últimos tempos, eu aprendi:
a flexibilidade e a confiança importam ainda mais.

E mesmo em cenários que se parecem com caos, eu tenho conseguido acessar esse lugar de pausa.
De fé. De presença.
Esse lugar que tantas de vocês me perguntam:
“Como é possível permanecer firme diante de tanto?”

Talvez o C.ALMA seja a resposta que eu posso te oferecer agora.
Um grupo terapêutico, profundo, com encontros semanais e um método que não se limita à mente mas alcança a alma.

Um espaço de verdade, presença e do que, de fato, importa.

Não existe o momento ideal.
A vida me tem ensinado que não existe “depois”.
Se você também tem se deixado pra depois… talvez esse seja o seu agora.

Você não precisa de outra vida. Só precisa viver com C.ALMA a que já tem.

Te espero. O link está na bio",3269,3269,123,0,245,116,3,4,https://www.instagram.com/p/DOyMsCGDgcz/,OK
2025-09-13,REELS,"Naquele dia, eu pedi uma resposta.
E recebi um presente que falou com delicadeza, beleza e fé.

Santa Teresinha, pintada em aquarela.
Não por acaso.
Mas por alguém que compartilha da mesma essência da minha filha:
um artista com síndrome de Down.

As mãos dele transformaram fé em cor.
E o gesto da irmã que me enviou esse presente
foi como um abraço do céu.

Não foi só arte.
Foi cuidado.
Foi resposta.
Foi flor.

Obrigada por esse presente que carrega tanta presença.
E obrigada, Santa Teresinha,por continuar enviando rosas,do jeito mais bonito e mais inesperado.

Obrigada, @mauriciohenrique.artes 
por emprestar suas mãos àquilo que só o céu poderia entregar. Seu talento e sensibilidade me emocionam. 
Obrigada @bru_scalco por fazer este presente chegar até mim. Jamais esquecerei 
🌹

🌹",1470,1470,98,6,0,91,6,1,https://www.instagram.com/reel/DOj6K1bDyUc/,OK
2025-09-12,REELS,"Todo mundo deseja o fruto.
A leveza, a ordem, o equilíbrio.
Mas quase ninguém quer lidar com a raiz.
Com o escuro, o esforço, o desconforto de crescer por dentro.

Tem processo que machuca enquanto constrói.
Tem solo que parece infértil…
até que, no tempo certo, germina em silêncio.
Mas só pra quem permanece.

A vida não se transforma com pressa.
Nem com atalhos.

Ela se move no silêncio.
No escondido.
Na presença que insiste mesmo quando tudo parece igual.

A vida muda quando a gente fica.
Quando há permanência.
Presença.
Insistência.
E quando a fé sustenta… aquilo que o olhar ainda não alcança.",3250,3250,312,12,0,276,29,7,https://www.instagram.com/reel/DOhbzd_DCXk/,OK
2025-09-10,FEED,"Hoje, enquanto eu dava conta da casa,
ela estendia roupas comigo.Pequena, concentrada, aprendendo mais do que tarefas.
Aprendendo presença, serviço, delicadeza. 

Ali no fundo, o ipê amarelo.
Floriu intensamente por pouquíssimo tempo.
Deslumbrante, depois silenciosamente despido.
Como quem entende que tudo na vida é assim:
breve, belo, suficiente. Coisas que duram pouco, mas ainda assim são completas. 

E eu…na correria dos meus afazeres,não deixei de ver.
Não perdi o momento. A chance de contemplar. 

E, não foi sempre assim… eu ja estive ocupada demais, distraída demais, cheia demais…de mim.

Hoje eu contemplei porque o meu coração estava no lugar certo. 

A gente não precisa de outra vida.

Não precisa esperar todos os problemas se resolverem. O que eu preciso é exatamente isso: respirar fundo, perceber o que já existe, desejar o que já é meu.

Às vezes, a gente só precisa de um espaço onde a alma possa descansar. Mesmo que só por dentro, em um espaço criado de pausa, de silêncio. 

Qual foi a última vez que você sentiu paz dentro da vida que tem?",1028,1028,93,9,5,87,6,0,https://www.instagram.com/p/DObu9ykj1gI/,OK
2025-09-03,REELS,"Tinha que vir para o feed ❤️

Como ele reagiu ao diagnóstico da síndrome de down da nossa florzinha",2041,2041,138,2,0,126,5,7,https://www.instagram.com/reel/DOJmnISD-NF/,OK
2025-09-02,REELS,"Hoje eu parei.
No meio do dia, com a casa viva e a Teca por perto, eu decidi tomar um banho quente.

Não foi aquele momento perfeito que tantas vezes eu espero… silêncio, tempo livre, cenário ideal.
Foi o momento possível.

E ali, entre o vapor da água e o peso que escorria do corpo, eu entendi de novo: autocuidado não é sobre esperar condições ideais.
É sobre se lembrar de si. É sobre se colocar de volta na própria história.

Às vezes, a gente se abandona esperando por pausas que nunca chegam.
Mas sabe o que muda tudo?
Reconhecer o que você precisa agora e se permitir, ainda que em pequenas doses.

Hoje, a minha pausa foi esse banho. Depois, alguns minutos diante do espelho, com calma, quase como um lembrete silencioso: eu também mereço cuidado, não só para mim.. eu dou o tom a minha casa. 

E você, qual pausa pequena, mas possível, pode se dar hoje?",855,855,52,0,0,48,2,2,https://www.instagram.com/reel/DOHDUO5jwf1/,OK
2025-09-01,FEED,"O primeiro sintoma de uma crise no casamento é a ausência de diálogo. Vocês conversam sobre os filhos, as contas, a rotina de trabalho e isso dá a impressão de que tudo está bem. Mas, na verdade, não há conversas profundas. 

As dores não são ditas, muito menos ouvidas. Você se sente incompreendida, não valorizada, não reconhecida. Ele, por sua vez, se sente desrespeitado. E assim, tudo vai sendo colocado debaixo do tapete, até que o silêncio toma a forma de mensagens frias. Falar por elas parece mais fácil, mas é tão ineficaz quanto as outras tentativas. 

De repente, a dor engolida explode em gritos. Depois dos gritos, vem a culpa e a constatação de que tanto se perdeu que já não sabem por onde recomeçar. Então, resta apenas esperar a poeira baixar, as feridas cicatrizarem minimamente… até que, inevitavelmente, o ciclo se repita. 

Se você tem percebido algum desses sinais, não os ignore. Não permita que o distanciamento se transforme em abismo. 
E, se o abismo já existe, é hora de construir uma ponte e para isso, basta um coração disposto para começar.

Uma ponte começa com um tijolo e essa construção não precisa e, não aconselho que seja, solitária. É um caminho para ser percorrido a três : você, Deus e eu…

Vamos juntas?
Clique no link da bio e agende sua sessão.",1013,1013,44,3,7,39,0,5,https://www.instagram.com/p/DOEpfErDwyI/,OK
2025-08-29,FEED,"“ Às vezes, não há problema em deixar um trabalho para mais tarde. Mas, no caso dos baobás, é sempre uma catástrofe” Antoine de Saint-Exupéry 

Era o fim de uma sexta-feira longa e pesada. Enquanto terminávamos o jantar, meu corpo só pedia um banho quente e uma cama. Pela primeira vez na semana, eu não tinha atendimentos noturnos. Só queria descansar. As meninas também sabiam disso. “Hoje é sexta, mamãe não trabalha... pode colocar a gente pra dormir?”, uma delas perguntou. Eu disse que sim, claro. Mas, por dentro, tudo que eu queria mesmo era me enfiar debaixo do chuveiro e me esconder do mundo por uns minutos.

Foi então que a Helo soltou: “Vamos rezar em família?” Na hora, respirei fundo e agradeci a Deus baixinho por aquele convite tão puro. E aí veio o complemento: “Pode ser o terço, né?” O terço. Naquele instante, tudo em mim gritou: “Senhor, eu tô tão cansada...” Mas, quase no mesmo momento, veio outro pensamento, firme e suave: esse não é um pedido que dá pra deixar pra depois. Eu tenho uma filha de seis anos me pedindo pra rezar o terço em família. Isso não pode esperar.

Seria uma catástrofe ceder ao desejo do meu corpo cansado naquele momento. Ceder ao meu egoísmo disfarçado de “só hoje”. Se tem um baobá que precisa ser arrancado da nossa vida, é esse: o egoísmo. Ele não combina com a maternidade. É dele que nasce aquela frase: “Amo meus filhos, mas não amo ser mãe.” 

E você pode pensar que esse texto é sobre mim e minhas virtudes e não, definitivamente não é!! Deus sabe o quanto eu lutaria com meu cansaço naquela noite, o quanto talvez eu cedesse à preguiça, às justificativas. 

Ele me alcançou. Como sempre alcança..Na voz de uma criança que só queria rezar o terço. E me lembrou que tem pedidos que não podem ser adiados. Porque, às vezes, é ali, naquela oração simples de sexta-feira à noite, que Ele planta algo eterno no coração dos nossos filhos.

Gastar-se para iluminar!",834,834,71,0,2,62,6,3,https://www.instagram.com/p/DN9Z0pTDuy8/,OK
2025-08-28,FEED,"O dia era 12 de junho. O cenário era daqueles que a gente prefere não enxergar. Teresa estava na UTI, lutando contra uma bronquiolite grave, quando meu celular vibrou: uma mensagem, um pedido de ajuda de uma seguidora.

Por um segundo, poderia ter pensado: “Meu Deus, não vê que estou aqui? Que minha filha está na UTI?” Mas não pensei. Meu coração já vinha sendo treinado, há algum tempo, a olhar para além da superfície. Respirei fundo e perguntei a Deus: “O que o Senhor quer me mostrar?”

Um mês antes, eu tinha decidido retomar meu trabalho como terapeuta, pausado durante a gestação da Teresa. Fui a um congresso, voltei cheia de ideias e, logo depois, todos ficamos doentes. Era fácil justificar o quanto seria impossível recomeçar. E, no fundo, eu já estava quase acreditando nisso.

Mas quando comecei a pedir ajuda a Ele, tudo mudou. Ali, no corredor do hospital, entendi o recado. Disse sim. Peguei o telefone e atendi a irmã daquela seguidora. Naquele momento, havia algo maior acontecendo: era sobre presença, sobre obedecer, sobre dizer “sim” mesmo quando nada fazia sentido.

Em meio à minha dor, Deus me mostrou que a dor do outro precisa doer um pouco em nós também. E que, ao acolher o sofrimento do outro, algo dentro de nós também se cura. Ele me mostrou que, quando há retidão de intenção, o mar se abre, o impossível acontece e até um corredor de hospital pode virar  lugar de milagre.

Desde aquele dia, minha agenda se abriu. Não só para aquela mulher, mas também para o marido dela. E, juntos, temos visto um casamento ser restaurado, um vício ser vencido, uma família que pela Graça, irá florescer. 

Deus tem me permitido ver milagres todos os dias: nos olhos da minha Teresa e em cada família que passa pelas minhas mãos.

E, enquanto escrevo isso, penso: quantas vezes a gente se esconde atrás de justificativas para não dar o passo que precisa? Quantas vezes deixamos de responder prontamente ao “sim” que a vida espera de nós? Ao chamado que Deus tem para nós? 

Eis me aqui. E você? Tá pronta para obedecer? Ou ainda não sabe nem ao que?",1648,1648,126,0,45,116,5,5,https://www.instagram.com/p/DN6vc85jOSb/,OK
2025-08-18,FEED,"Teresa e eu, pelos olhos do meu marido.
Quando recebi essa foto, decidi olhá-la por inteiro. E nos detalhes encontrei muito mais do que uma lembrança: encontrei um retrato da vida como ela é.

Teresa, com seu olhar de céu , atenta,observadora, tão dela.
Eu, sorrindo por algo que já nem lembro o que foi, mas carregando uma leveza que tantas vezes me dizem perceber em mim.

O que a foto não mostra é que, um pouco antes, Teresa fez esforço respiratório, e em segundos fui transportada de volta para os dias intensos de UTI que havíamos vivido há menos de um mês.
Eu lembrei mas, não me desesperei.

E é isso que a imagem revela: minha busca constante por leveza em meio ao caos, por beleza naquilo que não é bonito de ver, por calma diante de tantas agitações.

Essa foto é mais que um registro.
Ela é a prova viva do meu caminho de volta, da minha ida para CASA.

E o primeiro passo foi buscar pela Calma. 
Não aquela que aparece pronta, mas a que se constrói passo a passo, com consciência e direção na repetição de pequenas ações diárias. 
A calma que me sustenta diante das crises.
Que me permite sorrir no meio da espera.
Que transforma até um corredor de hospital em lugar de respiro.

Não é teoria solta, nem experiência isolada.
O método CASA nasceu do encontro entre a minha vida e minha trajetória profissional.
Ele foi sendo tecido nas madrugadas com Rosário na mão em que eu precisei sustentar a calma no meio da tempestade e soube que a paz não vem de mim e também nas horas silenciosas diante dos livros, nas anotações de cursos, nas trocas com mestres e colegas.
É fruto das crises que me ensinaram leveza e dos conceitos, do repertório que me deram clareza.

Ele mora em mim, porque antes de ser estruturado para ajudar outras pessoas, ele já me ajudava a viver.
Por isso, quando o levo para alguém, não é só conteúdo, é entrega, é convicção, é caminho que eu conheço por percorrê-lo. 

Ela o caminho, mas não anda sozinha.
Nos próximos dias vou falar também sobre Aliança, Sustento e Autoridade, os outros pilares do método CASA.
Fica por aqui, eu vou te contar sobre cada um deles, pouco a pouco, como quem abre as portas da própria casa para receber um amiga com uma ☕️de chá.",1915,1915,202,0,44,191,9,2,https://www.instagram.com/p/DNfnzY0R8Kj/,OK
2025-08-11,FEED,"Eu tinha planos para hoje. Desde que soube que o Frei Gilson estaria em uma cidade tão próxima a minha disse em alto e bom som: “Nós iremos, com toda certeza.” 

Para quem não sabe, muito da transformação que há em mim, assim como a vida da Teresa, nasceu de madrugadas silenciosas, regadas a muitos rosários, e do canto repetido como oração: “Deixa Deus sonhar em ti.” 

Parecia tão justo que eu fosse… 

Mas, este inverno tem sido rigoroso. Hoje, o frio se fez ainda mais presente, e não seria prudente expor a Teresa a tantas pessoas nesse clima. Fiquei triste por um momento, mas logo me lembrei do meu chamado agora. 

Por mais que ir à missa do Frei seja algo bom, meu primeiro chamado não é esse. Meu dever diário é ser mãe de crianças pequenas. Essa é a minha missão. E missão exige renúncias. Muitos “nãos” que às vezes se dirigem a elas, mas que, na maior parte do tempo, se dirigem a mim mesma, e é assim que deve ser. 

Este texto não é uma lamentação, é também não  é sobre a missa. É um lembrete: se você está, como eu, educando crianças pequenas, é exatamente aí que deve estar. Este é o tempo de entrega, de semeadura, e ele é passageiro. Mas se quer um conselho, não viva apenas pelo resultado. Aproveite o processo. A graça da vida está nos pequenos deveres diários. Afinal, “obras é que são amores, não as boas razões”  São Josemaria Escrivá

E você… qual será a “missa” que deixará de ir hoje?",1424,1424,82,2,15,73,6,3,https://www.instagram.com/p/DNPAsNDxKvn/,OK
2025-07-01,FEED,"Depois de um dia cansativo e gelado, tudo o que eu mais queria era um banho quente.

Mas no meio de tantos pingos quentes, um único pingo gelado me tirou o conforto inteiro.

E ele não apareceu ali hoje.
Eu já sabia que estava lá.
Só não parei pra cuidar.

Quantas vezes a gente faz isso com a vida?

Vai empurrando pequenas rachaduras.
Vai ignorando alertas em nome da pressa.
Até que um único pingo… vira o último.

E transborda tudo.

Talvez o seu pingo gelado seja a exaustão.
Ou um silêncio conjugal que te adoece.
Ou o peso da rotina que ninguém vê.
Ou o grito que você não queria dar , de novo.

Por fora, tudo parece bem.
Por dentro… algo desconforta, algo pulsa, algo avisa.

Não espera tudo desabar.
Cuide da sua casa. Da sua C.A.S.A.
Com calma.
Com aliança.
Com sustento.
Com autoridade.

Um pingo pode virar tempestade. Ou o sinal de que é hora de ordenar de dentro pra fora.

Você não precisa esperar transbordar pra começar a cuidar.",1191,1191,53,2,8,44,6,3,https://www.instagram.com/p/DLlgZDWRx_g/,OK
2025-06-23,FEED,"Teresa nasceu no dia 17 de novembro e o batizado foi marcado para um mês depois, porque eu tinha pressa.

Na véspera, quase como um aviso de que os planos não eram meus, minha sobrinha, filha dos padrinhos,precisou fazer uma cirurgia de emergência. O batismo foi cancelado.

Desde então, muitas tentativas de conciliar as agendas… até que nova data: 21 de junho.

Mas a vida… ah, a vida tem seus próprios caminhos.

No dia 5 de junho, internamos a Teresa com bronquiolite. Tudo evoluiu muito rápido… e no dia seguinte ela foi transferida para a UTI.

Entrei na capela do hospital completamente desnorteada. Me ajoelhei e, mais uma vez, só consegui repetir:

“Senhor, se Tu quiser… eu também quero”

Em meio às lágrimas, uma inquietação ecoava dentro de mim:

“Teresa não é batizada.”

No último banco, uma irmã fazia suas orações. Contei a ela sobre a Teresa… ela olhou pro terço nas minhas mãos e perguntou:

“Ela é batizada?”

Em poucos minutos estávamos ao redor da Teresa.
Ali, naquele leito de hospital, com três gotas de água em sua cabecinha… ela foi batizada.

Três gotas. O suficiente.

Em Nome do Pai, do Filho e do Espírito Santo.

Não… não foi como eu tinha sonhado.

Nos meus planos, o batismo seria uma grande celebração.Reuniria as pessoas que tanto intercederam por ela… já tinha escolhido o sabor do bolo, o cardápio, lembrança ..tudo.

Mas como nosso olhar se volta fácil demais para a matéria, né? Para o que é visível… controlável… 
Enquanto Jesus, com Sua paciência e amor, vai sussurrando…E às vezes… muda tudo…

Só pra que a gente aprenda a contemplar o que realmente importa: a eternidade.

Teresa foi batizada em um leito de hospital…
E agora, pela graça de Deus, pudemos confirmar seu batismo.

Entrei na igreja… ela estava completamente vazia.
O padre que tanto intercedeu por ela apareceu vestindo uma casula de rosas 🌹
E nas mãos… uma relíquia de Santa Teresinha.

No simples. No silêncio. No profundo.

Porque, no fim… tudo é graça.
(Santa Teresinha)

Que os nossos desejos tão humanos… tão materiais…não nos distraiam a ponto de esquecermos de voltar os olhos ao que é eterno.

Seja bem-vinda à Igreja de Cristo, minha florzinha.
Minha filha… e agora, filha de Deus",3595,3595,482,0,147,438,29,15,https://www.instagram.com/p/DLQEM9vx7Dq/,OK
2025-06-12,FEED,"De repente, a gente sai de casa como sempre: sendo dois. E volta em uma nova configuração tão bonita quanto desafiadora: sendo três.
Depois quatro. E agora... cinco.
E depois… 

Mas no meio desse milagre,muitas vezes os olhares não se cruzam com a mesma frequência, as mãos não se entrelaçam com tanta naturalidade.
 E as palavras... às vezes, saem duras, machucadas pela pressa, pela privação de sono, pela bagunça ao redor. 

Porque quando a exaustão chega — e ela chega — não é só a paixão que sai. É a memória do “nós”. É a doçura do casal antes da casa cheia.
É nesse momento que me lembro que não faz o menor sentido aquela frase solta por aí: “Engravidou pra segurar o marido.”
Ei.. depois de um filho, você mal segura o xixi. Acha mesmo que vai segurar um casamento? Não! 
 Casamento não se segura. Casamento se cultiva. Todos os dias. Mesmo (e principalmente) nos dias em que o amor parece se esconder atrás da rotina.
E cuidar desse relacionamento é, sim,a  principal parte da educação das nossas filhas. Elas estão aprendendo a amar… ao nos observar.

Às vezes, eu sinto falta do nosso tempo no sofá. Daquela preguiça de domingo, do “só nós dois” sem hora. Das inúmeras viagens que fazíamos..  Sinto falta de bilhetes bobos deixados pela casa,e até daquele abraço demorado no meio da tarde. Sinto falta de ser vista e tantas vezes nem te vejo.. 

Mas em outros dias... eu te vejo.
Te vejo escrevendo uma carta de amor silenciosa quando leva as meninas pra passear  ou para trabalhar com você só pra eu ter um pouco mais de tempo.  Te vejo na mesa, preparando o café. Te vejo contando histórias com vozes engraçadas e caretas que só você sabe fazer. Te vejo vibrando quando uma delas aprende algo novo como se fosse tua pequena vitória também ( e sei que é ) 
Te vejo, independente dos problemas, do cansaço , sentando no chão every single day e brincando com elas.. 

E aí eu lembro… o amor não desapareceu. Ele só mudou de roupa. Ele só se adaptou às novas estações da nossa casa.
Porque antes éramos dois. Nos tornamos um pra viver o milagre de sermos cinco

Partilhar a vida com você é o melhor de Deus para mim.",1872,1872,102,1,13,93,7,2,https://www.instagram.com/p/DK0D3hfx5iy/,OK
2025-06-12,FEED,"*Transcrição

Hoje pela manhã, eu abracei muito e beijei as maiores, enquanto elas me pediam incessantemente para que ficasse com elas. Nos dizem que nasce uma mãe, nasce uma culpa, e às vezes eu me pergunto, por que eu não me culpo tanto assim? Como eu me culparia em uma situação como essa? Eu tenho outra, precisando também de mim. 

Ah, é por isso que não se deve ter tantos filhos? Alguns poderiam pensar, porque não conseguiremos dar atenção, cuidar de todos ao mesmo tempo? De fato, não é possível muitas vezes cuidar de todos ao mesmo tempo, mas a gente cuida de cada um, dando a eles aquilo que é necessário em cada tempo. 

Não, eu não sinto culpa. Não tem por que sentir. Você acha que tem? Quando a vida se apresenta diante de nós e nos pede algo que estejamos prontas para responder. E que essa resposta seja madura, adequada, sem culpa. Porque sabemos que estamos fazendo aquilo que precisamos fazer, que estamos de fato entregando aquilo que nos está sendo pedido para aquele momento. 

Não, eu não sinto culpa. Mas isso não quer dizer que eu não sofra. Sim, é difícil. É difícil deixar duas. É difícil quando eu deixo aqui uma. A vida é sempre sobre difíceis. Ah, não é aqui o lugar do caminho de fácil, não. A porta continua estreita, mas eu ainda sou grande para ela. 

De fato todos os dias eu peço para que Deus me diminua um pouquinho, para que eu consiga passar por ela, é assim que tem que ser, talvez seja isso que Ele esteja fazendo agora, me diminuindo mais um pouquinho, porque de fato nada do que eu disse aqui é sobre mim, eu tenho total certeza e convicção de que tanto a culpa que eu não sinto quanto a percepção do que eu preciso de fato fazer não vem da minha sabedoria, não vem do meu discernimento, mas vem de um lugar de paz que excede  todo o entendimento. 

 Na verdade, eu preciso admitir, o que vem de mim não é tão bom assim.. 

Sim, é  por isso que  Ele  continua me diminuindo. Eu ainda estou grande pra porta",1606,1606,70,1,17,59,9,2,https://www.instagram.com/p/DKzdQsTxPYb/,OK
2025-06-11,FEED,"Deus tem falado comigo há algum tempo por meio da dor.

Não só da minha dor... Mas,  Ele me preparou antes para vivê-la através da dor do outro.

Chorei muito com um testemunho contado em uma aula de formação para terapeutas. Ali, uma mãe, nos ensinando, de uma forma antes nunca vista por mim, como entregar um filho, um bebê de olhos de girassol, ao Senhor.
Não havia nenhuma explicação para o sentido que ela encontrou em sua cruz, se não fosse por Jesus.

Em outra aula, ouvi uma mulher que, ao retornar da apresentação de balé da filha, a poucos metros de casa, sofreu um acidente. E ali, entregou a filha e o marido de volta a Jesus.

Vi mais duas mães que também receberam olhos amendoados, como eu recebi e já não as tem mais nos braços. 

Escrevo em lágrimas, somando as minhas com as delas. 
E tenho convicção de que Deus tem me preparado há um tempo para a dor.

Muitas vezes, disse a Ele:
“Senhor, se Tu puderes, afasta de mim este cálice, mas que seja feita a Tua vontade.”

Peço ao Senhor que, se possível, siga afastando de mim a dor delas. Que as dores tão menores que eu tenho vivido sejam instrumento.
Que eu seja voz para falar da dor.

Que a dor não seja em vão.
Que eu não a conheça da mesma forma que a maioria a conhece,mas que eu encontre sentido nela.
Que eu encontre a minha cruz, e a abrace  como fez  Jesus.

Que eu não a negue. E ao abraçá-la, eu creio: ela se torna mais leve. E Jesus trará ajuda pelo caminho, como encontrou no calvário dEle.

Não era à toa que Simão, o Cireneu, estava lá.
Não foi só para ajudar Jesus a carregar a cruz.
Foi para que nós entendêssemos que precisamos receber do outro e que também somos chamados a ser o outro.

Talvez esse “outro” venha por meio de um texto, simples e despretensioso  mas que, assim como os testemunhos que me forjaram, pode alcançar alguém.
Alguém que mal imagina…mas que também está sendo preparado para viver um calvário.

Eu preciso te contar: um calvário é feito de dor.
Sim, a gente sangra nele. Mas também é feito de entrega, de amor.

E ele aponta para um lugar, um lugar onde não haverá mais dor.
Mas até chegar lá, a gente  entende que vai precisar sofrer — por e pelo AMOR.

E esse Amor…
é Verbo.",5595,5595,285,19,633,247,14,24,https://www.instagram.com/p/DKxPlQZxU-p/,OK
